Internal Revenue Service (IRS),Federal agency that administers the INTERNAL REVENUE CODE. The IRS is part of the United States TreasuryDepartment.
International Accounting Standards Committee (IASC),"An independent private sector body, formed in 1973, with the objective of harmonizing the accounting principles which are used in businesses and other organizations for financial reporting around the world. Its members are 143 professional accounting bodies in 104 countries."
International Mutual Fund,"MUTUAL FUND that invests in SECURITIES markets throughout the world so that if one market is in a slump, money can still be made in others."
Intrinsic Value,Valuation determined by applying data inputs to a valuation theory or model.
Inventory,"Tangible property held for sale, or materials used in a production process to make a product."
Inventory Financing,Circumstance where loans in excess of ACCOUNTS RECEIVABLE are made against inventory in anticipation of future sales. Sometimes used as a synonym for OVER-ADVANCES IN FACTORING.
Inventory Turnover,A ratio used to indicate the number of times a COMPANY’s average inventory is sold during an accounting period.
Invest,"To put money into something such as property, stocks, or a business, in order to earn INTEREST or make a profit."
Investing,"The practice of putting money into something, such as property, in order to earn INTEREST or make a profit."
Investment,EXPENDITURE used to purchase goods or services that could produce a return to the investor.
Investment Banker,"Firm, acting as underwriter or agent, that serves as intermediary between an issuer of SECURITIES and the investing public."
Investment Income,"Income from SECURITIES and other non-business investments; such as DIVIDENDS, INTEREST, etc."
Investment Tax Credit,This is a component of the general business credit and consists of the following:1. The energy credit;2. The rehabilitation credit; and3. The reforestation credit.
Invoice,Bill prepared by a seller of goods or services and submitted to the purchaser.
Involuntary Conversions,"This is a conversion of property where it is in whole or part destroyed, stolen, seized, requisitioned or condemned (or where there is a threat or imminence of requisition or condemnation)."
IPO,When a private company goes public for the first time.
IRA,A personal savings plan that allows an individual to make cash contributions per year dependent on the individual's adjusted gross income and participation in an employer's retirement plan. Under a traditional IRA these earnings are not taxable until the time of withdrawal from the plan.
IRS,Federal agency that administers the INTERNAL REVENUE CODE. The IRS is part of the United States TreasuryDepartment.
ISB,"This is the private sector standard-setting body governing the independence of AUDITORs from their public company clients. It came about from discussions between the AICPA, other accounting representatives and the SEC."
Issue,Stock or BONDS sold by a CORPORATION or a government entity at a particular time.
Issued and Outstanding,"Shares of a CORPORATION, authorized in the corporate charter, which have been issued and are outstanding."
Issuer,"This term means an issuer, the securities of which are registered under Section 12 of the Securities Exchange Act of 1934, or that is required to file reports under Section 15(d) of that Act, or that files or has filed a registration statement with the SEC that has not yet become effective under the Securities Act of 1933 and that it has not withdrawn."
Jeopardy,"If the IRS believes that collection of tax appears to be in jeopardy (danger of being uncollected), it may immediately assess and collect such tax. The intermediate steps are bypassed."
Job Order,"A customer order for a specific number of specially designed, made-to-order products."
Joint Return,A return filed by married taxpayers or surviving spouses.
Joint Venture,When two or more persons or organizations gather CAPITAL to provide a product or service. Often carried out as a PARTNERSHIP.
Journal,Any book containing original entries of daily financial transactions.
Journal Entry,A notation in the GENERAL JOURNAL. It records a single transaction.
Junk Bonds,"DEBT SECURITIES issued by companies with higher than normal credit risk. Considered non-investment grade bonds, these SECURITIES ordinarily yield a higher rate of interest to compensate for the additional risk."
Just-In-Time,"An overall operating philosophy of INVENTORY management in which all resources, including materials, personnel, and facilities, are used only as needed."
Keogh Plan,"Also known as an HR 10, this is a qualified retirement plan for self employed who do not incorporate their business. If qualifications are met the taxpayer may receive a deduction for contributions made."
Key Employee,"For purposes of rules that apply to top heavy plans, a key employee:1. An officer of the employer earning more than $130,000;2. An individual who owns more than 5 percent of the employer;3. An individual who owns more than 1 percent of the employer and compensation greater than $150,000."
Key Industry,Industry of primary importance to a nation’s economy.
Key Person Insurance,Business-owned life insurance contract typically on the lives of principal officers that normally provides for guaranteed death benefits to the company and the accumulation of a cash surrender value.
Kiting,"Writing checks against a bank account with insufficient funds to cover them, hoping that the bank will receive deposits before the checks arrive for clearance."
Labor,Physical or mental effort; work.
Laissez-Faire,Doctrine that interference of government in business and economic affairs should be minimal.
Land,Property; real estate.
"Last In, First Out (LIFO)",ACCOUNTING method of valuing inventory under which the costs of the last goods acquired are the first costs charged to expense. Commonly known as LIFO.
Lay Off,"Reduce the risk in standby commitment, under which the bankers agree to purchase and resell to the public any portion of a stock issue not subscribed to by shareowners who hold rights."
Lease,"Conveyance of land, buildings, equipment or other ASSETS from one person (LESSOR) to another (LESSEE) for a specific period of time for monetary or other consideration, usually in the form of rent."
Lease Acquisition Cost,"Price paid by a real estate limited partnership, when acquiring a lease, including legal fees and related expenses."
Lease-Purchase Agreement,Agreement providing that portions of lease payments may be applied toward the purchase of the property under lease.
Leasehold,Property INTEREST a LESSEE owns in the leased property.
Ledger,Any book of accounts containing the summaries of debit and credit entries.
Ledger Account,A complete record of the transactions recorded in each individual account.
Lender,"Individual or firm that extends money to a borrower with the expectation of being repaid, usually with INTEREST."
Lending Securities,"SECURITIES borrowed from a broker’s INVENTORY, other MARGIN accounts, or from other brokers, when a customer makes a short sale and the securities must be delivered to the buying customer’s broker."
Lessee,Person or entity that has the right to use property under the terms of a LEASE.
Lessor,"Owner of property, the temporary use of which is transferred to another (LESSEE) under the terms of a LEASE."
Letter of Credit,Conditional bank commitment issued on behalf of a customer to pay a third party in accordance with certain terms and conditions. The two primary types are commercial letters of credit and standby letters of credit.
Letter of Intent,"Any letter expressing an intention to take an action, sometimes subject to other action being taken."
Leverage,The use of borrowed funds to increase the profit from an investment.
Leveraged Buy Out,Acquisition of a controlling INTEREST in a company in a transaction financed by the issuance of DEBT instruments by the acquired entity.
Leveraged Lease,Transaction under which the LESSOR borrows funds to acquire property which is leased to a third party. The property and lease rentals are security for the LESSOR'S indebtedness.
Liability,"DEBTS or OBLIGATIONS owed by one entity (DEBTOR) to another entity (CREDITOR) payable in money, goods, or services."
Lien,CREDITOR’s claim against property. For example a MORTGAGE is a lien against a house.
Life Expectancy,"Age to which an average person can be expected to live, as calculated by an ACTUARY."
Lifetime Learning Credit,This allows a credit for 20 percent of qualified tuition and fees paid by the taxpayer with respect to one or more students for any year that the HOPE SHCOLARSHIP CREDIT is not claimed.
LIFO,ACCOUNTING method of valuing inventory under which the costs of the last goods acquired are the first costs charged to expense.
LIFO Liquidation,"The reduction of INVENTORY levels at year’s end below beginning-of-the-year levels for businesses using the LAST IN, FIRST OUT (LIFO) inventory method."
Limited Company,"A COMPANY, usually registered in the United Kingdom, that is organized to protect its owners from financial responsibility."
Limited Liability,"The obligation of owners of a CORPORATION, who are liable only for the amount of their INVESTMENT and are not liable for the corporation’s DEBTS."
Limited Liability Company (LLC),Form of doing business combining LIMITED LIABILITY for all owners (called members) with taxation as a PARTNERSHIP. An LLC is formed by filing ARTICLES OF ORGANIZATION with an appropriate state official. Rules governing LLCs vary significantly from state to state.
Limited Liability Partnership (LLP),"GENERAL PARTNERSHIP which, via registration with an appropriate state authority, is able to enshroud all its partners in LIMITED LIABILITY. Rules governing LLPs vary significantly from state to state."
Limited Partnership,"PARTNERSHIP in which one or more partners, but not all, have LIMITED LIABILITY to CREDITORS of the partnership."
Liquid Assets,"Cash, cash equivalents, and marketable SECURITIES."
Liquidation,Winding up an activity by distributing its ASSETS to the appropriate parties and settling its DEBTS.
Liquidity,Available money on hand to pay bills when they are due and to take care of unexpected needs for CASH.
Liquidity Ratio,Measure of a firm’s ability to meet maturing SHORT-TERM OBLIGATIONS.
Listed Property,"Limits are imposed on the DEPRECIATION deduction a taxpayer may claim on certain listed property as follows:1. A passenger car;2. Other property used as transportation;3. Property used for purposes of entertainment, recreation, or amusement;4. A computer and peripheral equipment; and5. Cellular telephone."
Litigation Support/Dispute Resolution,"A service that CPAs often provide to attorneys - e.g., expert testimony about the value of a business or other asset, forensic accounting (a partner stealing from his other partners, or a spouse understating his income in a matrimonial action). The lawyer hires the CPA to do the investigation and determine the amount of money stolen or understated."
LLC,Form of doing business combining LIMITED LIABILITY for all owners (called members) with taxation as a PARTNERSHIP. An LLC is formed by filing ARTICLES OF ORGANIZATION with an appropriate state official. Rules governing LLCs vary significantly from state to state.
LLP,"GENERAL PARTNERSHIP which, via registration with an appropriate state authority, is able to enshroud all its partners in LIMITED LIABILITY. Rules governing LLPs vary significantly from state to state."
Loan,"Transaction wherein an owner of property, called the LENDER allows another party, the borrower, to use the property."
Loan Value,Amount a LENDER is willing to LOAN against COLLATERAL.
Long Bond,BOND that matures in more than 10 years.
Long Term,"HOLDING PERIOD of six months or longer, according to the Tax Reform Act of 1984 and applicable in calculating the CAPITAL GAINS tax until 1988."
Long-Term Asset,An ASSET that has the following characteristics: (1) it has a useful life of more than one year; (2) it is acquired for use in the operation of a business; and (3) it is not intended for resale to customers.
Long-Term Debt,DEBT with a maturity of more than one year from the current date.
Long-Term Gain,"Subsequent to the Tax Reform Act of 1984 and prior to provisions of the Tax Reform Act of 1986 effective in 1988, a gain on the sale of a capital asset where the HOLIDNG PERIOD was six months or more and the profit was subject to the LONG-TERM CAPITAL GAINS tax."
Long-Term Investment,An INVESTMENT that management plans to hold for more than one year.
Long-Term Liability,"A DEBT that falls due more than one year in the future or beyond the normal OPERATING CYCLE, or that is to be paid out of noncurrent assets."
Long-Term Loss,Negative counterpart to LONG-TERM GAIN as defined by the same legislation.
Loss,"Excess of EXPENDITURES over REVENUE for a period or activity. Also, for tax purposes, an excess of basis over the amount realized in a transaction."
Loss on Disposal of Plant and Equipment,The account in which a LOSS is recorded when a firm sells or trades in an ASSET and receives an amount less than the BOOK VALUE for that asset.
Lower of Cost or Market,"Valuing ASSETS for financial reporting purposes. Ordinarily, cost is the purchase price of the asset and market refers to its current replacement cost. GENERALLY ACCEPTED ACCOUNTING PRINCIPLES (GAAP) requires that certain assets (e.g., INVENTORIES) be carried at the lower of cost or market."
Lump-Sum Distribution,Single payment to a beneficiary covering the entire amount of an agreement.
Macroeconomics,"Analysis of a nation’s economy as a whole, using such aggregate data as price levels, unemployment, INFLATION, and industrial production."
Management,Combined fields of policy and administration and the people who provide the decisions and supervision necessary to implement the owner’s business objectives and achieve stability and growth.
Management Accounting,"Reporting designed to assist management in decision-making, planning, and control. Also known as MANAGERIAL ACCOUNTING."
Management Discussion and Analysis (MD&A),"SEC requirement in financial reporting for an explanation by management of significant changes in operations, ASSETS, and LIQUIDITY."
Management's Report,Management is required to include in its annual report its assessment of the effectiveness of the company's internal control over financial reporting in addition to its audited financial statements as of the end of the most recent fiscal year.
Managerial Accounting,"Reporting designed to assist management in decision-making, planning, and control."
Manipulation,Buying or selling a SECURITY to create a false appearance of active trading and thus influence other investors to buy or sell shares.
Manufacture,"To make or process (a product), especially by using machines."
Manufacturing Overhead,Another term for FACTORY OVERHEAD COSTS.
Margin,Excess of selling price over the unit cost.
Margin of Profit,Relationship of gross profits to net sales.
Marginal Cost,Increase or decrease in the TOTAL COSTS of a business firm as the result of one more or one less unit of output.
Marginal Tax Rate,Amount of tax imposed on an additional dollar of income.
Mark-to-Market,Method of valuing ASSETS that results in adjustment of an asset's carrying amount to its market value.
Markdown,"Amount subtracted from the selling price, when a customer sells SECURITIES to a DEALER in the OVER-THE-COUNTER market."
Market,"Public place where products or services are bought and sold, directly or through intermediaries."
Market Capitalization,Value of a CORPORATION as determined by the MARKET PRICE of its ISSUED AND OUTSTANDING  COMMON STOCK.
Market Index,Numbers representing weighted values of the components that make up the INDEX.
Market Interest Rate,The rate of interest paid in the MARKET on BONDS of similar risk.
Market Price,Last reported price at which a SECURITY was sold on an exchange.
Market Share,Percentage of industry sales of a particular COMPANY or product.
Market Value,The price investors are willing to pay for a share of stock on the open market.
Marketable Securities,Stocks and other negotiable instruments which can be easily bought and sold on either listed exchanges or over-the-counter markets.
Marketing,Moving goods and services from the provider to consumer.
Markup,The amount added to the price of a product by a retailer to arrive at a selling price.
Married Taxpayers,"Taxpayers that are married may file a JOINT RETURN, therefore combining their INCOME and expenses. Individuals will be considered married if:1. They are living as husband and wife;2. They are recognized living as common law marriage; or3. Legally married but separated and living apart but not legally divorced.Marriage is determined as of the last day of the tax year."
Matching Principle,"A fundamental concept of basic accounting. In any one given accounting period, you should try to match the revenue you are reporting with the expenses it took to generate that revenue in the same time period, or over the periods in which you will be receiving benefits from that expenditure. A simple example is depreciation expense. If you buy a building that will last for many years, you don't write off the cost of that building all at once. Instead, you take depreciation deductions over the building's estimated useful life. Thus, you've matched the expense, or cost, of the building with the benefits it produces, over the course of the years it will be in service."
Material,The substance or substances from which something is made.
Material Weakness,A significant deficiency or combination of significant deficiencies that results in more than a remote likelihood that a material misstatement of the annual or interim financial statements will not be prevented or detected.
Materiality,"Magnitude of an omission or misstatements of ACCOUNTING information that, in the light of surrounding circumstances, makes it probable that the judgment of a reasonable person relying on the information would change or be influenced."
Materials Inventory Account,"An INVENTORY account made up of the balances of materials, parts, and supplies on hand at a given time."
Maturity,The time at which payment of a loan or BOND becomes due.
Maturity Date,"Date on which the principal amount of a NOTE, DRAFT, acceptance, BOND, or other DEBT INSTRUMENTbecomes due and payable."
MD&A,"SEC requirement in financial reporting for an explanation by management of significant changes in operations, ASSETS, and LIQUIDITY."
Merchandise,Items that can be bought or sold; commercial goods.
Merchandise Inventory,The goods on hand at any one time that are available for sale to customers in the regular course of business.
Merger,BUSINESS COMBINATION that occurs when one entity directly acquires the ASSETS and LIABILITIES of one or more entities and no new corporation or entity is created.
Microeconomic Pricing Model,An accounting model that is based on the economic theory that profit will be greater when the difference between total revenue and TOTAL COST is the greatest.
Microeconomics,"Study of the behavior of basic economic units such as companies, industries, or households."
Mixed Costs,Costs that result when both VARIABLE COSTS and FIXED COSTS are charged to the same GENERAL LEDGER account.
Modeling,Designing and manipulating a mathematical representation of an economic system or corporate financial application so that the effect of changes can be studied and forecast.
Modified Accelerated Cost Recovery System,"A mandatory system of DEPRECIATION for income tax purposes, enacted by Congress in 1986."
Monetary Items,"Definite fixed amounts stated in terms of dollars, either by law or by contract agreement."
Money Laundering,"The use of an intermediate agent, such as a bank, to disguise the source of money received from illegal activities."
Money Market,MARKET for SHORT-TERM DEBT instruments.
Monopoly,Control of the production and distribution of a product or service by one firm or a group of firms acting in concert.
Mortgage,"Legal instrument evidencing a security interest in ASSETS, usually real estate. Mortgages serve as COLLATERAL for PROMISSORY NOTES."
Moving Average,Average of SECURITY or COMMODITY prices constructed on a period as short as a few days or as long as several years and showing trends for the latest interval.
Moving Average Method,A modified version of the WEIGHTED-AVERAGE-COST METHOD. It is used to compute the average cost of a PERPETUAL INVENTORY.
Municipal Bond,"BOND issued by a government or public body, the INTEREST on which is typically exempt from federal taxation."
Mutual Agency,The ability of each partner in a COMPANY to act as an agent of the company.
Mutual Fund,Investment company which generally offers its shares to the general public and invests the proceeds in a diversified portfolio of SECURITIES.
NASBA,"Serves as a forum for the 54 State Boards of Accountancy, which administer the uniform CPA examination, license Certified Public Accountants and regulate the practice of public accountancy in the United States."
NASDAQ,"National Association of Securities Dealers Automated Quotations system, which is owned and operated by the National Association of Securities Dealers; a computerized system that provides brokers and dealers with price quotations for securities traded OVER-THE-COUNTER as well as for many NEW YORK STOCK EXCHANGE (NYSE) listed securities."
National Association of Securities Dealers Automated Quotations (NASDAQ),"National Association of Securities Dealers Automated Quotations system, which is owned and operated by the National Association of Securities Dealers; a computerized system that provides brokers and dealers with price quotations for securities traded OVER-THE-COUNTER as well as for many NEW YORK STOCK EXCHANGE (NYSE) listed securities."
National Association of State Boards of Accountancy (NASBA),
Nationalization,"Serves as a forum for the 54 State Boards of Accountancy, which administer the uniform CPA examination, license Certified Public Accountants and regulate the practice of public accountancy in the United States."
NAV,
Negative Assurance,Takeover of a private company’s assets or operations by a government.
Negligence,
Negotiable,"In mutual funds, the MARKET VALUE of a fund share, synonymous with bid price; BOOK VALUE of a company’s different classes of securities, usually stated as NET ASSET value per BOND, net asset value per share of PREFERRED STOCK, and net book value per common share of COMMON STOCK."
Net,
Net Asset Value (NAV),Report issued by an ACCOUNTANT based on limited procedures that states that nothing has come to the accountant's attention to indicate that the financial information is not fairly presented.
Net Assets,
Net Current Assets,"The omission to do something which a reasonable man, guided by those ordinary considerations which ordinarily regulate human affairs, would do, or the doing of something which a reasonable and prudent man would not do. Negligence is the failure to use such care as a reasonably prudent and careful person would use under similar circumstances; it is the doing of some act which a person of ordinary prudence would not have done under similar circumstances or failure to do what a person of ordinary prudence would have done under similar circumstances. The term refers only to that legal delinquency which results whenever a man fails to exhibit the care which he ought to exhibit, whether it be slight, ordinary, or great. It is characterized chiefly by inadvertence, thoughtlessness, inattention, and the like, while wantonness or recklessness is characterized by willfulness. The law of negligence is founded on reasonable conduct or reasonable care under all circumstances of particular care. Doctrine of negligence rests on duty of every person to exercise due care in his conduct toward others from which injury may result."
Net Income,
Net Leas,Something that can be sold or transferred to another party in exchange for money or as settlement of an obligation.
Net Loss,
Net Present Value (NPV),Figure remaining after all relevant deductions have been made from the gross amount.
Net Present Value Method,
Net Proceeds,"In mutual funds, the MARKET VALUE of a fund share, synonymous with bid price; BOOK VALUE of a company’s different classes of securities, usually stated as NET ASSET value per BOND, net asset value per share of PREFERRED STOCK, and net book value per common share of COMMON STOCK."
Net Sales,
Net Worth,"Excess of the value of SECURITIES owned, cash, receivables, and other ASSETS over the LIABILITIES of the company."
New York Stock Exchange (NYSE),
No-Par Stock,Difference between current assets and current liabilities; another name for WORKING CAPITAL.
No-Par Value,
Non Routine Transactions,Excess or DEFICIT of total REVENUES and GAINS compared with total expenses and losses for an ACCOUNTING period.
Non-Callable,
Non-for-Profit Organization/Tax-Exempt Organization,"In addition to the rental payment, the LESSEE assumes all property charges such as taxes, insurance, and maintenance."
Non-Sufficient Funds (NSF) Check,
Nonresident Alien,The difference between expenses and REVENUES when expenses exceed revenues over a period of time.
Not-for-Profit,
Note,"Method used in evaluating investments whereby the net present value of all CASH outflows and cash inflows is calculated using a given DISCOUNT RATE, usually required rate of return."
Notes Payable,
Notes Receivable,A capital INVESTMENT evaluation method that discounts future CASH FLOWS to their PRESENT VALUE.
Notional,
NPV,"Amount received from the sale or disposition of property, from a LOAN, or from the sale or issuance of securities after deduction of all costs incurred in the transaction."
NSF Check,
NYSE,"Sales at gross invoice amounts less any adjustments for returns, allowances, or discounts taken."
Objectivity,Emphasizing or expressing the nature of reality as it is apart from personal reflection or feelings; independence of mind.
Obligations,Any amount which may require payment by an entity at a future time.
Obsolescence,The process of becoming out-of-date.
OCBOA,
Offer,Consistent accounting basis other than GENERALLY ACCEPTED ACCOUNTING PRINCIPLES (GAAP) used for financial reporting. Examples include an INCOME TAX BASIS or a CASH BASIS.
Offering Price,
OPEB,Price at which someone who owns a SECURITY offers to sell it.
Open-End Mutual Fund,
Operating Agreement,Price per share at which a new or secondary distribution of securities is offered for sale to the public.
Operating Cycle,
Operating Expense,"All post-retirement benefits other than pensions, provided by employers to employees."
Operating Lease,
Operating Profit (or Loss),"MUTUAL FUND that does not have a fixed number of shares outstanding, offers new shares to the public, and buys back outstanding shares at market value."
Opportunity Cose,
Option,"Agreement, usually a written document, that sets out the rules by which a LIMITED LIABILITY COMPANY (LLC) is to be operated. It is the LLC equivalent of corporate BYLAWS or a PARTNERSHIP agreement."
Ordinary Annuity,
Ordinary Income,Period of time between the acquisition of goods and services involved in the manufacturing process and the final cash realization resulting from sales and subsequent collections.
Organization,
Organization Expenditures,An EXPENSE other than COST OF GOODS SOLD that is incurred in running a business.
Original Cost,
Other Comprehensive Basis of Accounting (OCBOA),"Type of LEASE, normally involving equipment, whereby the CONTRACT is written for considerably less than the life of the equipment and the lesser handles all maintenance and servicing."
Other Post-Retirement Employee Benefit (OPEB),
Output,"The difference between the REVENUES of a business and the related costs and expenses, excluding INCOME derived from a sources other than its regular activities and before income deductions."
Outsourcing,
Outstanding,Highest price or rate of return an alternative course of action would provide.
Outstanding Check,
Over-the-Counter,Right to buy or sell something at a specified price during a specified time period.
Overhead,
Overhead Application Rate,"A series of equal payments made at the end of equal intervals of time, with compound interest on these payments."
Owner’s Equity,
P/E Ratio,A ratio that is used as a way of measuring investor confidence in a COMPANY and comparing stocks for profitability. It is found by dividing MARKET PRICE per share by EARNINGS PER SHARE (EPS).
Paid in Capital,"Portion of the stockholders' EQUITY which was paid in by the stockholders, as opposed to CAPITAL arising from profitable operations."
Par,Equal to the nominal or face value of a SECURITY.
Par Value,Amount per share set in the ARTICLES OF INCORPORATION of a CORPORATION to be entered in the CAPITAL STOCKS account where it is left permanently and signifies a cushion of EQUITY capital for the protection of CREDITORS.
Parent Company,Company that has a controlling interest in the COMMON STOCK of another.
Partnership,"Relationship between two or more persons based on a written, oral, or implied agreement whereby they agree to carry on a trade or business for profit and share the resulting profits. Unlike a CORPORATION'S shareholders, the partnership's general partners are liable for the DEBTS of the partnership."
Passive Activity Loss,LOSS generated from activities involved in the conduct of a trade or business in which the taxpayer does not materially participate.
Passive Income,"Includes income derived from such sources as dividends, interest, royalties, rents, amounts received from personal service contracts, and income received as a beneficiary of an estate or trust."
Patronage Dividends,These dividends are amounts paid by a cooperative to its members and customers based on the quantity or value of business conducted with or for the members during the tax year.
Payback Period,In capital budgeting; the length of time needed to recoup the cost of capital investment.
Payback Period Method,A way of judging capital investments that bases the decision to invest in capital equipment on the minimum length of time it will take to earn back in CASH the amount of the initial INVESTMENT.
Payout Ratio,Percentage of a firm’s profits that is paid out to shareholders in the form of DIVIDENDS.
PCAOB,"A private-sector, non-profit corporation, created by the Sarbanes-Oxley Act of 2002, to oversee the AUDITORs of public companies in order to protect the interests of investors and further the public interest in the preparation of informative, fair, and independent audit reports."
Peer Review,Process by which an accounting firm's practice is evaluated for compliance with professional standards. The objective is achieved through the performance of an independent review by one's peers.
Penalty,The various government codes contain numerous provisions which impose penalties on a taxpayer (any type of taxpayer) for failure to perform a specific act or omitting vital information on a return.
Pension,"Retirement plan offered by an employer for the benefit of an employee, usually at retirement, through a TRUSTEEwho controls the plan ASSETS."
Period,An interval of time with a specified length or characterized by certain conditions.
Periodic Inventory System,A system for determining INVENTORY on hand by a physical count that is taken at the end of an accounting period.
Periodicity,"The recognition that NET INCOME for any PERIOD less than the life of the business, although tentative, is still a useful estimate of net income for that period."
Perpetual Inventory,System that requires a continuous record of all receipts and withdrawals of each item of INVENTORY.
Personal Financial Planning,"Process for arriving at a comprehensive plan to solve an individual's personal, business, and financial problems and concerns."
Personal Financial Specialist (PFS),"CERTIFIED PUBLIC ACCOUNTANT who specializes in PERSONAL FINANCIAL PLANNING and completes a series of requirements that include education, experience, ethics and an exam."
Personal Financial Statements,FINANCIAL STATEMENTS prepared for an individual or family to show financial status.
Personal Property,"Movable property that is not affixed to the land (REAL PROPERTY). Personal property includes tangible items such as cash, cars and computers, as well as intangible items, such as royalties, patents and copyrights."
Petty Cash,A small amount of CASH that a company keeps on hand to pay for minor expenses in an office.
PFS,"CERTIFIED PUBLIC ACCOUNTANT who specializes in PERSONAL FINANCIAL PLANNING and completes a series of requirements that include education, experience, ethics and an exam."
Phantom Income,Income reported on a TAX BASIS for which no cash or financial benefit is realized.
Physical Inventory,An actual count of all MERCHANDISE on hand at the end of an accounting period.
Plant,A building or group of buildings where something is made or processed; factory.
Pledged,ASSET placed in a TRUST and used as COLLATERAL for a DEBT.
POB,"The POB is an independent oversight board, composed of public members, which monitors and evaluates peer reviews conducted by the SEC Practice Section (SECPS) of the AICPA's Division for CPA Firms as well as other activities of the SECPS."
Pooling of Interest,Used to account for the acquisition of another company when the acquiring company exchanges its voting COMMON STOCK for the voting common stock of the acquired company when certain criteria are met.
Portfolio,"Combined holding of more than one stock, BOND, commodity, real estate investment, cash equivalent, or other ASSET by an individual or institutional investor"
Post-Closing Trial Balance,A trial BALANCE prepared at the end of an accounting period after all adjusting and closing entries have been posted; a final check on the balance of the LEDGER.
Post-Retirement Benefits,"PENSIONS, health care, life insurance and other benefits that are provided by an employer to retirees, their dependents, or survivors."
Predetermined Overhead Rate,A rate that is used as a way of estimating and assigning OVERHEAD costs to products or jobs for each department or operating unit before the end of an accounting period.
Preemptive Right,Right giving existing stockholders the opportunity to purchase shares of a new ISSUE before it is offered to others.
Preferred Stock,"Type of CAPITAL STOCK that carries certain preferences over COMMON STOCK, such as a prior claim on DIVIDENDS and ASSETS."
Premium,"(1) Excess amount paid for a BOND over its face amount. (2) In insurance, the cost of specified coverage for a designated period of time."
Premium Bond,BOND with a selling price above face or REDEMPTION VALUE.
Prenuptial Contract,Agreement between a future husband and wife that details how the couple’s financial affairs are to be handled both during the marriage and in the event of divorce.
Prepaid Expense,Cost incurred to acquire economically useful goods or services that are expected to be consumed in the revenue-earning process within the operating cycle.
Present Value,"CURRENT VALUE of a given future CASH flow stream, discounted at a given rate."
Preventive Controls,These have the objective of preventing errors or fraud from occurring in the first place that could result in a misstatement of the financial statements.
Price Range,High/low range in which a stock has traded over a particular period of time.
Price/Earnings (P/E) Ratio,A ratio that is used as a way of measuring investor confidence in a COMPANY and comparing stocks for profitability. It is found by dividing MARKET PRICE per share by EARNINGS PER SHARE (EPS).
Primary Earnings Per Share,Earnings available to COMMON STOCK divided by the number of common shares OUTSTANDING.
Prime Rate,Rate of INTEREST charged by major U.S. banks on loans made to their preferred customers.
Principal,"Face amount of a SECURITY, exclusive of any PREMIUM or INTEREST. The basis for INTEREST computations."
Private Placement,Sales of SECURITIES not involving a PUBLIC OFFERING and exempt from registration pursuant to certain EXEMPTIONS.
Privilege,A right or immunity granted as a peculiar benefit advantage.
Privity,"An interest in a transaction, contract or legal action to which one is not a party, arising out of a relationship to one of the parties."
Pro Forma,"Presentation of financial information that gives effect to an assumed event (e.g., MERGER)."
Pro Rata,"Distribution of an expense, fund, or DIVIDEND proportionate with ownership."
Product Line,The place in a factory where products are made.
Production,The act or process of creating something.
Profit,Positive difference that results from selling products and services for more than the cost of producing these goods.
Profit Margin,Used to measure the percentage of each sales dollar that results in NET INCOME.
Profit Margin Pricing,An approach to cost-based pricing in which price is computed using a percentage of a product’s total costs and expenses.
Profit Sharing Plan,DEFINED CONTRIBUTION PLAN characterized by the setting aside of a portion of an entity's profits in participant's accounts.
Profitability,The ability to earn enough INCOME to attract and hold INVESTMENT capital.
Projection,Prospective FINANCIAL STATEMENTS that include one or more hypothetical assumptions.
Promissory Note,Evidence of a DEBT with specific amount due and interest rate. The note may specify a maturity date or it may be payable on demand. The promissory note may or may not accompany other instruments such as a MORTGAGEproviding security for the payment thereof.
"Property, Plant, and Equipment",Long-term tangible assets used in the continuing operation of a business for a long time.
Proprietorship,Business owned by an individual without the limited liability protection of a CORPORATION or a LIMITED LIABILITY COMPANY (LLC). Also known as SOLE PROPRIETORSHIP.
Prospective Financial Information (Forecast and Projection),"Forecast: Prospective financial statements that present, to the best of the responsible party's knowledge and belief, an entity's expected financial position, results of operations, and changes in financial position. A financial forecast is based on the responsible party's assumptions reflecting conditions it expects to exist and the course of action it expects to take. Projection: Prospective financial statements that present, to the best of the responsible party's knowledge and belief, given one or more hypothetical assumptions, an entity's expected financial position, results of operations, and changes in financial position."
Prospectus,Major part of the registration statement filed with the SECURITIES AND EXCHANGE COMMISSION (SEC) for PUBLIC OFFERINGS. A prospectus generally describes SECURITIES or partnership interests to be issued and sold.
Proxy,Document authorizing someone other than the shareholder to exercise the right to vote the stock owned by the shareholder.
Public Company Accounting Oversight Board (PCAOB),"A private-sector, non-profit corporation, created by the Sarbanes-Oxley Act of 2002, to oversee the AUDITORs of public companies in order to protect the interests of investors and further the public interest in the preparation of informative, fair, and independent audit reports."
Public Offering,Offering shares to the public. Generally done through SEC filings.
Public Oversight Board (POB),"The POB is an independent oversight board, composed of public members, which monitors and evaluates peer reviews conducted by the SEC Practice Section (SECPS) of the AICPA's Division for CPA Firms as well as other activities of the SECPS."
Purchase Method of Accounting,ACCOUNTING for a MERGER by adding the acquired company's ASSETS at the price paid for them to the acquiring company's assets.
Purchase Order,Written authorization to a vendor to deliver specified goods or services at a stipulated price.
Purchases,A temporary ACCOUNT used under the PERIODIC INVENTORY SYSTEM to record the TOTAL COST of all MERCHANDISE purchased for resale during an accounting period.
